#time, s3key, filesize
2016-01-01T00:56:44Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101005644_v4.18.0.cdf,486388
2016-01-01T00:57:34Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101005734_v4.18.0.cdf,490611
2016-01-01T00:58:24Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101005824_v4.18.0.cdf,486403
2016-01-01T00:59:14Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101005914_v4.18.0.cdf,472943
2016-01-01T02:36:34Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101023634_v4.18.0.cdf,1162915
2016-01-01T03:30:54Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101033054_v4.18.0.cdf,730199
2016-01-01T03:50:04Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101035004_v4.18.0.cdf,487449
2016-01-01T03:50:54Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101035054_v4.18.0.cdf,576137
2016-01-01T03:51:54Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101035154_v4.18.0.cdf,485436
2016-01-01T03:52:44Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101035244_v4.18.0.cdf,570099
2016-01-01T03:53:44Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101035344_v4.18.0.cdf,482768
2016-01-01T04:03:54Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101040354_v4.18.0.cdf,1732085
2016-01-01T05:28:14Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101052814_v4.18.0.cdf,974609
2016-01-01T05:30:34Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101053034_v4.18.0.cdf,732305
2016-01-01T06:43:14Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101064314_v4.18.0.cdf,2547558
2016-01-01T09:00:24Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2016/01/01/mms1_fgm_brst_l2_20160101090024_v4.18.0.cdf,565748
