#time, s3key, filesize
2018-01-01T00:01:43Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2018/01/01/mms1_fgm_brst_l2_20180101000143_v5.118.0.cdf,2070821
2018-01-01T00:55:43Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2018/01/01/mms1_fgm_brst_l2_20180101005543_v5.138.0.cdf,985052
2018-01-01T00:57:33Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2018/01/01/mms1_fgm_brst_l2_20180101005733_v5.118.0.cdf,1073875
2018-01-01T01:58:33Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2018/01/01/mms1_fgm_brst_l2_20180101015833_v5.118.0.cdf,1416180
2018-01-01T02:10:03Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2018/01/01/mms1_fgm_brst_l2_20180101021003_v5.118.0.cdf,1834843
2018-01-01T10:18:13Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2018/01/01/mms1_fgm_brst_l2_20180101101813_v5.119.0.cdf,512734
2018-01-01T11:08:13Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2018/01/01/mms1_fgm_brst_l2_20180101110813_v5.119.0.cdf,684917
2018-01-01T11:09:33Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2018/01/01/mms1_fgm_brst_l2_20180101110933_v5.119.0.cdf,1054680
2018-01-01T11:11:33Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2018/01/01/mms1_fgm_brst_l2_20180101111133_v5.138.0.cdf,1257069
2018-01-01T11:13:53Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2018/01/01/mms1_fgm_brst_l2_20180101111353_v5.119.0.cdf,912370
2018-01-01T11:15:33Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2018/01/01/mms1_fgm_brst_l2_20180101111533_v5.119.0.cdf,2265221
2018-01-01T12:12:23Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2018/01/01/mms1_fgm_brst_l2_20180101121223_v5.119.0.cdf,1600298
