#time, s3key, filesize
2017-01-01T01:51:33Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101015133_v5.138.0.cdf,1826855
2017-01-01T01:59:53Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101015953_v5.138.0.cdf,840410
2017-01-01T02:01:23Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101020123_v5.138.0.cdf,916427
2017-01-01T02:14:33Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101021433_v5.138.0.cdf,660770
2017-01-01T02:41:43Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101024143_v5.138.0.cdf,1002553
2017-01-01T03:00:43Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101030043_v5.138.0.cdf,491858
2017-01-01T03:40:23Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101034023_v5.138.0.cdf,399960
2017-01-01T04:44:03Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101044403_v5.138.0.cdf,1339706
2017-01-01T05:16:23Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101051623_v5.138.0.cdf,317681
2017-01-01T06:27:23Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101062723_v5.138.0.cdf,404472
2017-01-01T06:30:23Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101063023_v5.138.0.cdf,318358
2017-01-01T09:10:13Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101091013_v5.138.0.cdf,488926
2017-01-01T09:30:53Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101093053_v5.138.0.cdf,1184011
2017-01-01T09:35:43Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101093543_v5.138.0.cdf,842881
2017-01-01T09:37:13Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101093713_v5.138.0.cdf,926322
2017-01-01T09:43:03Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101094303_v5.138.0.cdf,842570
2017-01-01T09:44:33Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101094433_v5.138.0.cdf,911496
2017-01-01T09:47:13Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101094713_v5.138.0.cdf,658932
2017-01-01T10:18:03Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101101803_v5.138.0.cdf,317017
2017-01-01T10:39:13Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101103913_v5.138.0.cdf,413920
2017-01-01T12:26:53Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101122653_v5.138.0.cdf,312468
2017-01-01T13:21:43Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101132143_v5.138.0.cdf,824871
2017-01-01T13:59:13Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101135913_v5.138.0.cdf,646765
2017-01-01T14:00:23Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101140023_v5.138.0.cdf,224226
2017-01-01T14:00:43Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101140043_v5.138.0.cdf,808566
2017-01-01T14:05:53Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101140553_v5.138.0.cdf,888889
2017-01-01T14:08:03Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101140803_v5.138.0.cdf,728929
2017-01-01T14:09:23Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101140923_v5.138.0.cdf,712861
2017-01-01T14:11:03Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101141103_v5.138.0.cdf,873742
2017-01-01T14:12:43Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101141243_v5.138.0.cdf,1001370
2017-01-01T14:15:23Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101141523_v5.138.0.cdf,743470
2017-01-01T14:16:43Z,s3://helio-public/MMS/mms1/fgm/brst/l2/2017/01/01/mms1_fgm_brst_l2_20170101141643_v5.138.0.cdf,722424
